Part Number;Req numero;Req status;Req data;qtd;Valor unitario;IGPM acumulado
DCN4-5215;AF1199010A7;Recebida no Solicitante;2001-07;40;0,19;3,73276148
DCN4-5215;SP1081371A1;Recebida no Solicitante;2001-03;10;0,30;3,86127922
DCN4-5215;AF1078946A7;Recebida no Solicitante;2001-03;40;0,15;3,86127922
DCN4-5215;AF9100305H5;Recebida no Solicitante;1999-04;100;0,19;4,78642505
DCN4-10940;GLD294004F4;Recebida na Comissão;2010-10;150;17,88;1,74769640
DCN4-5854;LSB028433T1;Recebida no Solicitante;2008-01;25;92,00;2,03501399
DCN4-5854;LS4138090T1;Recebida no Solicitante;2004-05;100;59,00;2,49171686
DCN4-5854;LS4089001U8;Recebida no Solicitante;2004-03;30;64,00;2,55036373
DCN4-5854;AF3225185A7;Recebida no Solicitante;2003-08;200;76,20;2,67021721
DCN4-5854;CP3165013T1;Recebida no Solicitante;2003-06;50;84,70;2,63241228
DCN4-5854;LS3155223T1;Recebida no Solicitante;2003-06;48;65,75;2,63241228
DCN4-5854;LS3155209T1;Recebida no Solicitante;2003-06;2;65,75;2,63241228
DCN4-5854;LS0400135T1;Recebida no Solicitante;2000-09;50;25,00;3,99074858
DCN4-5854;LS7325084T1;Recebida no Solicitante;2000-02;30;28,10;4,22925193
DCN4-5854;CP9103020T1;Recebida no Solicitante;1999-04;53;89,10;4,78642505
DCN3-3860-3;LS5053757T1;Recebida no Solicitante;2005-02;500;0,29;2,29540621
DCN3-3860-3;LS4138028T1;Recebida no Solicitante;2004-05;1000;0,33;2,49171686
DCN3-3860-3;LS9099023T1;Recebida no Solicitante;1999-04;500;0,13;4,78642505
DCN4-2207;SP1075345A1;Recebida no Solicitante;2001-05;3;45,60;3,80175888
DCN4-6320;SP1096332A1;Recebida no Solicitante;2001-04;117;0,24;3,83977647
DCN4-3562;SP1081325A1;Recebida no Solicitante;2001-03;7;14,90;3,86127922
DCN3-11276;CSG105003CF;Mapa Aprovado;2013-04;200;1,44;1,48238232
DCN4-6605;AFG058741A7;Recebida no Solicitante;2013-02;60;97,90;1,48980326
DCN4-6605;AF4145014A7;Recebida no Solicitante;2004-05;500;8,20;2,49171686
DCN4-5216;LS4096481T1;Recebida no Solicitante;2004-04;100;0,10;2,52186664
DCN4-5216;RF3267007F3;Recebida no Solicitante;2003-09;100;0,18;2,66010880
DCN4-5216;AF3107643S2;Recebida no Solicitante;2003-04;30;0,04;2,64972323
DCN4-5216;RF1201002F3;Recebida no Solicitante;2001-07;200;0,04;3,73276148
DCN4-5216;AF1186083S2;Recebida no Solicitante;2001-07;50;0,00;3,73276148
DCN4-5216;SP1081372A1;Recebida no Solicitante;2001-03;200;0,05;3,86127922
DCN4-5216;AF1078947S2;Recebida no Solicitante;2001-03;50;0,05;3,86127922
DCN4-5216;LS9099049T1;Recebida no Solicitante;1999-04;36;0,03;4,78642505
DCN4-3374;RF2024011F3;Recebida no Solicitante;2002-01;300;4,19;3,52819869
DCN4-3294;SP1040328F5;Recebida no Solicitante;2001-02;3629;0,11;3,87016016
DCN4-3294;AF9093206A7;Recebida no Solicitante;1999-04;1000;0,11;4,78642505
DCN3-1151;AFH174003A7;Recebida no Solicitante;2014-06;300;420,00;1,37251122
DCN3-1151;AFF216006A7;Recebida no Solicitante;2012-08;300;249,00;1,54120905
DCN3-1151;LSE109009T1;Recebida no Solicitante;2011-04;0;413,89;1,65363667
DCN3-1151;AFC133020A7;Recebida no Solicitante;2009-05;200;420,00;1,87330567
DCN3-1151;AFB269020A7;Recebida no Solicitante;2008-09;200;410,00;1,87818620
DCN3-1151;AFB070006A7;Recebida no Solicitante;2008-03;140;420,00;2,00245848
DCN3-1151;LSA124013T1;Recebida no Solicitante;2007-05;0;420,00;2,16762825
DCN3-1151;GL6117092C4;Recebida no Solicitante;2006-04;20;320,00;2,26123443
DCN3-1151;AF5118224A7;Recebida no Solicitante;2005-04;100;220,00;2,26925194
DCN3-1151;LS5067046GL;Recebida no Solicitante;2005-03;60;220,00;2,28854059
DCN3-1151;AF3107543A7;Recebida no Solicitante;2003-04;162;220,00;2,64972323
DCN3-1151;LS3072009T1;Recebida no Solicitante;2003-03;50;220,00;2,69026399
DCN3-1151;AF2102034A7;Recebida no Solicitante;2002-04;116;220,00;3,51027543
DCN3-1151;LS2057009T1;Recebida no Solicitante;2002-03;50;195,00;3,51343468
DCN3-1151;AF1295026A7;Recebida no Solicitante;2001-10;25;0,00;3,61703960
DCN3-1151;AF1078893A7;Recebida no Solicitante;2001-03;0;130,00;3,86127922
DCN3-9555;LSA107021C3;Recebida no Solicitante;2007-04;5;423,00;2,16849530
DCN4-10250;AF0187001U8;Recebida no Solicitante;2002-05;94;0,00;3,49072735
DCN4-10250;BE0187001U8;Recebida no Solicitante;2000-07;100;15,75;4,15027967
DCN4-593;RF3125002F3;Recebida no Solicitante;2003-05;100;6,00;2,62556800
DCN4-3047;RF3119702A6;Recebida no Solicitante;2003-04;200;6,18;2,64972323
DCN4-6892;AF2067029A7;Recebida no Solicitante;2002-03;95;0,00;3,51343468
DCN4-10421;RF1279003CF;Recebida no Solicitante;2001-10;30000;0,77;3,61703960
DCN4-3852;SP1095400A1;Recebida no Solicitante;2001-04;1390;0,20;3,83977647
DCN4-9463;RF6333004R1;Recebida no Solicitante;2006-11;100;72,80;2,21616574
DCN1-10665;AF5302005CF;Recebida no Solicitante;2005-10;40;329,70;2,29961161
DCN4-10656;SP4360001CF;Recebida no Solicitante;2004-12;100;14,80;2,32141054
DCN4-7140;RF2287056F3;Recebida no Solicitante;2002-10;100;2,45;3,19184126
DCN2-7170;SP2192365A1;Recebida no Solicitante;2002-08;5;94,45;3,34427339
DCN2-7170;SP2109366A1;Recebida no Solicitante;2002-04;5;80,00;3,51027543
DCN4-4964;RF1191001F3;Recebida no Solicitante;2001-07;200;9,80;3,73276148
DCN4-10355;RF1083003CF;Recebida no Solicitante;2001-03;100;0,20;3,86127922
DCN2-7568;SPB227110F5;Recebida no Solicitante;2008-08;10;274,00;1,87217600
DCN4-5395;LS4139046U7;Recebida no Solicitante;2004-05;20;6,80;2,49171686
DCN4-5395;LS4139014C3;Recebida no Solicitante;2004-05;50;6,80;2,49171686
DCN4-5395;LS4132076T9;Recebida no Solicitante;2004-05;40;10,80;2,49171686
DCN4-5395;LS3149210T9;Recebida no Solicitante;2003-05;60;4,40;2,62556800
DCN4-5395;LS1235045T9;Recebida no Solicitante;2001-11;60;4,50;3,57485630
DCN4-5395;LS1276575T9;Recebida no Solicitante;2001-10;50;15,00;3,61703960
DCN4-5395;LS1117438C3;Recebida no Solicitante;2001-05;45;16,00;3,80175888
DCN4-6723;SP4105304A1;Recebida no Solicitante;2004-04;100;8,52;2,52186664
DCN4-6723;LS1312307GL;Recebida no Solicitante;2001-11;1000;8,17;3,57485630
DCN4-6723;SP1096339A1;Recebida no Solicitante;2001-05;100;5,10;3,80175888
DCN4-6723;LS0400392GL;Recebida no Solicitante;2000-09;1100;3,00;3,99074858
DCN4-3317;SP1313319F5;Recebida no Solicitante;2001-11;100;3,80;3,57485630
DCN4-5367;AF1199031A7;Recebida no Solicitante;2001-07;19;0,00;3,73276148
DCN4-5367;AF1078952A7;Recebida no Solicitante;2001-03;19;0,25;3,86127922
DCN4-8807;SP1096351A1;Recebida no Solicitante;2001-04;133;4,20;3,83977647
DCN4-4528;SP1040345F5;Recebida no Solicitante;2001-03;29;1,02;3,86127922
DCN4-10285;SP0196302F5;Recebida no Solicitante;2000-07;150;32,00;4,15027967
DCN2-4120-3-8;LSJ026005SS;Recebida no Solicitante;2016-01;155;5,60;1,23604722
DCN4-3442;RF5144016F3;Recebida no Solicitante;2005-05;100;2,68;2,24990278
DCN4-3442;LS5053786T1;Recebida no Solicitante;2005-02;200;2,43;2,29540621
DCN4-3442;LS4096468T1;Recebida no Solicitante;2004-04;150;2,49;2,52186664
DCN3-4574;LS4148002U8;Recebida no Solicitante;2004-05;100;18,50;2,49171686
DCN4-10474;SP3032002CF;Recebida no Solicitante;2003-01;50;17,20;2,81571434
DCN4-3096;RF2287070F3;Recebida no Solicitante;2002-10;21;15,75;3,19184126
DCN3-9518;LSC316212T9;Recebida no Solicitante;2009-11;30;286,00;1,88255527
DCN3-9518;LS5053297T9;Recebida no Solicitante;2005-02;50;119,00;2,29540621
DCN3-9518;LS4058423T9;Recebida no Solicitante;2004-02;25;120,00;2,56796124
DCN4-5276;LS5067120T9;Recebida no Solicitante;2005-03;100;5,08;2,28854059
DCN4-5276;LS4058449T9;Recebida no Solicitante;2004-02;200;0,57;2,56796124
DCN4-5276;LS3149209T9;Recebida no Solicitante;2003-05;100;0,55;2,62556800
DCN4-5276;LS1235044T9;Recebida no Solicitante;2001-11;100;0,35;3,57485630
DCN4-5276;LS1271944T9;Recebida no Solicitante;2001-09;50;0,30;3,62825242
DCN4-5276;LS0400944T9;Recebida no Solicitante;2000-09;60;0,25;3,99074858
DCN4-5276;LS9090058T9;Recebida no Solicitante;1999-04;90;0,23;4,78642505
DCN4-9205;RF3139327R1;Recebida no Solicitante;2003-05;150;0,70;2,62556800
DCN4-763;LSA107089U8;Recebida no Solicitante;2007-04;100;2,97;2,16849530
DCN3-1573-12;RF5213001F3;Recebida no Solicitante;2005-08;50;59,23;2,27255541
DCN3-1573-12;RF2226001F3;Recebida no Solicitante;2002-08;100;99,63;3,34427339
DCN4-8002;RF2129055F3;Recebida no Solicitante;2002-05;500;0,30;3,49072735
DCN4-8002;RF0215053F3;Recebida no Solicitante;2000-08;40;1,46;4,08612747
DCN3-6621;AF3107247A7;Recebida no Solicitante;2003-04;10;188,40;2,64972323
DCN3-6621;AF0404704A7;Recebida no Solicitante;2000-09;1;139,50;3,99074858
DCN3-6621;CP8299001A7;Recebida no Solicitante;1998-10;100;49,80;5,15312736
DCN4-9190;AF2218017A7;Recebida no Solicitante;2002-08;3;17,80;3,34427339
DCN4-2729;GL2147704A7;Recebida no Solicitante;2002-05;20;14,40;3,49072735
DCN1-9298-2;LS0090752SS;Recebida no Solicitante;2000-05;200;9,80;4,19853227
DCN3-3969;SPB221026F5;Recebida no Solicitante;2008-08;300;4,58;1,87217600
DCN3-1638;SPB220214F5;Recebida no Solicitante;2008-08;50;169,50;1,87217600
DCN3-7331;LSB028566SS;Recebida no Solicitante;2008-01;150;120,00;2,03501399
DCN3-7331;CSA230027DV;Recebida no Solicitante;2007-08;4;184,00;2,15510827
DCN3-7331;LS3149766SS;Recebida no Solicitante;2003-05;100;70,00;2,62556800
DCN3-7331;LS2108767SS;Recebida no Solicitante;2002-10;100;59,50;3,19184126
DCN4-4597;RF2130023F3;Recebida no Solicitante;2002-05;120;6,80;3,49072735
DCN3-4881;SP1095353A1;Recebida no Solicitante;2001-04;125;1,80;3,83977647
DCN2-7867;SP1095337A1;Recebida no Solicitante;2001-04;5;620,00;3,83977647
DCN4-160-2;SP1081305A1;Recebida no Solicitante;2001-03;150;0,05;3,86127922
DCN4-160-2;SP0042350F5;Recebida no Solicitante;2000-05;40;0,05;4,19853227
DCN4-3822;LSF096008T9;Recebida no Solicitante;2012-04;120;13,00;1,60170541
DCN4-3822;LS5053344T9;Recebida no Solicitante;2005-02;200;2,80;2,29540621
DCN4-3822;LS4132057T9;Recebida no Solicitante;2004-05;100;0,65;2,49171686
DCN4-3822;GL3267054A5;Recebida no Solicitante;2003-09;200;0,76;2,66010880
DCN4-3822;GL1211004A5;Recebida no Solicitante;2001-07;20;0,38;3,73276148
DCN4-3822;SP1095398A1;Recebida no Solicitante;2001-04;2682;0,45;3,83977647
DCN4-3822;SP1040331F5;Recebida no Solicitante;2001-02;346;0,32;3,87016016
DCN2-10336;LSD075099T9;Expedida;2010-03;30;398,90;1,85191968
DCN2-10336;LS1139003CF;Recebida no Solicitante;2001-05;12;235,00;3,80175888
DCN4-6196;LS5076002T1;Recebida no Solicitante;2005-03;20;7,50;2,28854059
DCN4-8412;AF6249006A7;Recebida no Solicitante;2006-09;12;212,81;2,23303880
DCN4-8412;LS5067088GL;Recebida no Solicitante;2005-03;10;202,50;2,28854059
DCN3-9869;LS4132033T9;Recebida no Solicitante;2004-05;20;207,70;2,49171686
DCN4-286;RF3258003F3;Recebida no Solicitante;2003-09;300;1,50;2,66010880
DCN4-1672;RF2287086F3;Recebida no Solicitante;2002-10;100;1,58;3,19184126
DCN4-1672;RF2130020F3;Recebida no Solicitante;2002-05;100;1,60;3,49072735
DCN3-6314;SP2192341A1;Recebida no Solicitante;2002-08;10;7,80;3,34427339
DCN3-6314;SP2109344A1;Recebida no Solicitante;2002-04;80;4,40;3,51027543
DCN2-10820;LSC182022T1;Recebida no Solicitante;2009-07;12;1311,00;1,87649440
DCN3-10237;RFB070045F3;Recebida no Solicitante;2008-03;200;15,60;2,00245848
DCN3-10237;RF0203009F3;Recebida no Solicitante;2000-07;200;13,75;4,15027967
DCN2-2278;SP6271301A1;Recebida no Solicitante;2006-10;15;972,00;2,22658172
DCN2-2278;SP5165301A1;Recebida no Solicitante;2005-06;150;892,00;2,25486348
DCN2-2278;SP4106324A1;Recebida no Solicitante;2004-04;150;793,00;2,52186664
DCN2-2278;SP3064301A1;Recebida no Solicitante;2003-03;74;630,00;2,69026399
DCN2-2278;CP2152001A1;Recebida no Solicitante;2002-05;50;380,00;3,49072735
DCN2-2278;SP2135301A1;Recebida no Solicitante;2002-05;25;202,99;3,49072735
DCN2-2278;SP2127304A1;Recebida no Solicitante;2002-05;25;55,47;3,49072735
DCN2-2278;SP1095333A1;Recebida no Solicitante;2001-04;8;475,00;3,83977647
DCN4-6550;SP2192369T1;Recebida no Solicitante;2002-08;120;1,30;3,34427339
DCN4-7123;RF2129045F3;Recebida no Solicitante;2002-05;200;0,75;3,49072735
DCN4-7123;RF1249025F3;Recebida no Solicitante;2001-09;30;6,60;3,62825242
DCN2-2028;LS1281600T9;Recebida no Solicitante;2001-10;72;39,80;3,61703960
DCN2-2028;GL1102003A5;Recebida no Solicitante;2001-04;200;49,30;3,83977647
DCN4-8037;AF2095082A7;Recebida no Solicitante;2002-04;144;131,20;3,51027543
DCN4-1160;LSJ026002T1;Recebida na Comissão;2016-01;3384;3,90;1,23604722
DCN4-1160;LSI056117T1;Expedida;2015-02;415;9,70;1,35607352
DCN4-1160;LSD148001T1;Recebida no Solicitante;2010-05;1500;2,60;1,82065471
DCN4-1160;LSC316117T1;Recebida no Solicitante;2009-11;600;1,90;1,88255527
DCN4-1160;RF6135001F3;Recebida no Solicitante;2006-05;4000;0,26;2,27077167
DCN4-1160;RF4103340F3;Recebida no Solicitante;2004-04;10000;0,18;2,52186664
DCN4-10419;SP5131305A1;Recebida no Solicitante;2005-05;60;7,20;2,24990278
DCN4-10419;SP2135302A1;Recebida no Solicitante;2002-05;100;26,95;3,49072735
DCN4-10419;SP1335001CF;Recebida no Solicitante;2001-11;60;8,00;3,57485630
DCN4-2223;AF3107338A7;Recebida no Solicitante;2003-04;100;3,60;2,64972323
DCN4-2223;AF0404718A7;Recebida no Solicitante;2000-09;167;0,65;3,99074858
DCN3-3752;RF2287031F3;Recebida no Solicitante;2002-10;2;495,00;3,19184126
DCN4-6536;AF0404781A7;Recebida no Solicitante;2000-09;12;30,00;3,99074858
DCN3-536;RF4121016F3;Recebida no Solicitante;2004-04;50;31,20;2,52186664
DCN3-536;RF3125007F3;Recebida no Solicitante;2003-05;50;23,60;2,62556800
DCN4-8602-5;AF3199045A7;Recebida no Solicitante;2003-07;100;0,62;2,65900230
DCN4-5508;LS3149153T9;Recebida no Solicitante;2003-05;4000;0,12;2,62556800
DCN4-5508;RF3139306R1;Recebida no Solicitante;2003-05;100;0,30;2,62556800
DCN4-5508;AF3107482A7;Recebida no Solicitante;2003-04;336;0,46;2,64972323
DCN4-5508;LS2140040C3;Recebida no Solicitante;2002-05;150;0,77;3,49072735
DCN4-5508;LS2108054T9;Recebida no Solicitante;2002-04;4000;0,13;3,51027543
DCN4-5508;AF0404750A7;Recebida no Solicitante;2000-09;24;1,50;3,99074858
DCN4-5508;AF0189104A7;Recebida no Solicitante;2000-07;9000;0,10;4,15027967
DCN4-5508;CP9110034DP;Recebida no Solicitante;1999-04;1619;0,23;4,78642505
DCN4-5508;AF9099768GP;Recebida no Solicitante;1999-04;305;0,00;4,78642505
DCN3-6931;AF3107418A7;Recebida no Solicitante;2003-04;9;66,70;2,64972323
DCN3-6931;AF1295003A7;Recebida no Solicitante;2001-10;2;0,00;3,61703960
DCN3-6931;AF1078883A7;Recebida no Solicitante;2001-03;3;45,00;3,86127922
DCN3-6931;AF9093200A7;Recebida no Solicitante;1999-04;100;8,98;4,78642505
DCN3-2277;CP2229005A3;Recebida no Solicitante;2002-08;18;213,55;3,34427339
DCN4-6412;RF2101004F3;Recebida no Solicitante;2002-04;500;5,84;3,51027543
DCN4-6412;RF9288008F3;Recebida no Solicitante;1999-10;60;16,50;4,53925548
DCN4-6166-1;GL8224040A3;Recebida no Solicitante;1998-08;20;137,80;5,14076645
DCN1-10350;LSB310208T1;Recebida no Solicitante;2008-11;50;355,00;1,85791490
DCN1-10350;LSA067006T1;Recebida no Solicitante;2007-03;14;214,90;2,17586818
DCN1-10350;LS6194077T1;Recebida no Solicitante;2006-07;26;225,00;2,24533539
DCN1-10350;LS5174003T1;Recebida no Solicitante;2005-06;40;1190,00;2,25486348
DCN4-2692;RFB074159F3;Recebida no Solicitante;2008-03;100;6,89;2,00245848
DCN4-5255;LS5071055T1;Recebida no Solicitante;2005-03;300;4,70;2,28854059
DCN4-5255;LS3149151T9;Recebida no Solicitante;2003-05;100;6,80;2,62556800
DCN4-5255;AF3107276A7;Recebida no Solicitante;2003-04;200;6,10;2,64972323
DCN4-5255;LS2108052T9;Recebida no Solicitante;2002-04;100;5,90;3,51027543
DCN4-5255;AF2052843S2;Recebida no Solicitante;2002-02;67;0,00;3,51554274
DCN4-5255;AF1078950S2;Recebida no Solicitante;2001-03;70;6,90;3,86127922
DCN4-5255;AF0408550S2;Recebida no Solicitante;2000-09;72;10,45;3,99074858
DCN4-5255;AF0404744A7;Recebida no Solicitante;2000-09;8;47,00;3,99074858
DCN4-5105;SP4106315A1;Recebida no Solicitante;2004-04;30;162,68;2,52186664
DCN4-5105;RF2135011F3;Recebida no Solicitante;2002-05;100;39,98;3,49072735
DCN4-5105;RF1249012F3;Recebida no Solicitante;2001-09;20;128,00;3,62825242
DCN4-6384;RF2282026F3;Recebida no Solicitante;2002-10;150;0,58;3,19184126
DCN4-8433;STM275061AU;Recebida no Solicitante;2019-10;150;5,46;1,03545974
DCN4-8433;RJM157017AU;Recebida no Solicitante;2019-06;100;2,29;1,04079325
DCN4-8433;BFM106010AU;Recebida no Solicitante;2019-04;100;5,49;1,05509520
DCN4-8433;GSL324004AU;Recebida no Solicitante;2018-11;800;2,14;1,06103304
DCN4-8433;GSL080029AU;Recebida no Solicitante;2018-03;275;2,29;1,14975433
DCN4-8433;CJK110011AU;Recebida no Solicitante;2017-04;667;1,63;1,14476561
DCN4-8433;LSB268021GL;Recebida no Solicitante;2008-09;2000;17,90;1,87818620
DCN4-8433;LS4139023GL;Recebida no Solicitante;2004-05;16;15,28;2,49171686
DCN4-8433;LS1312320GL;Recebida no Solicitante;2001-11;800;4,59;3,57485630
DCN4-10726;LSB268018GL;Recebida no Solicitante;2008-09;50;220,00;1,87818620
DCN4-10726;LS6238001CF;Recebida no Solicitante;2006-08;100;15,00;2,24130105
DCN4-6353;RF5174011F3;Recebida no Solicitante;2005-06;100;1,40;2,25486348
DCN4-4483;RF5144010F3;Recebida no Solicitante;2005-05;50;8,10;2,24990278
DCN4-6764;AF4141491A7;Recebida no Solicitante;2004-05;100;1,80;2,49171686
DCN3-10500;SP3060001A1;Recebida no Solicitante;2003-10;50;0,00;2,62908559
DCN3-10500;SP3060001CF;Recebida no Solicitante;2003-02;50;15,80;2,75160201
DCN4-6523;AF3107258A7;Recebida no Solicitante;2003-04;20;108,40;2,64972323
DCN4-6523;AF2094155A7;Recebida no Solicitante;2002-04;9;0,00;3,51027543
DCN4-6523;AF1078990A7;Recebida no Solicitante;2001-03;1;50,00;3,86127922
DCN4-6523;AF0404778A7;Recebida no Solicitante;2000-09;1;45,00;3,99074858
DCN4-6932;CP2264005T1;Recebida no Solicitante;2002-09;60;6,00;3,26844545
DCN4-6932;SP2192361T1;Recebida no Solicitante;2002-08;30;1,80;3,34427339
DCN4-6932;SP2190361T1;Recebida no Solicitante;2002-08;30;1,80;3,34427339
DCN2-10764;LSE271014T1;Recebida no Solicitante;2011-09;2;4000,00;1,63690656
DCN4-3640;AFD117004A7;Recebida no Solicitante;2010-04;60;40,00;1,83467375
DCN4-3640;LSA124032T1;Recebida no Solicitante;2007-05;100;33,20;2,16762825
DCN4-3640;AF3035618A7;Recebida no Solicitante;2003-02;16;0,00;2,75160201
DCN3-1202;RFB121016F3;Recebida no Solicitante;2008-04;2000;3,65;1,98774913
DCN3-1202;RF3125004F3;Recebida no Solicitante;2003-05;8000;0,36;2,62556800
DCN4-7174;AF1222020A7;Recebida no Solicitante;2001-08;29;0,00;3,67832231
DCN4-7174;AF1079019A7;Recebida no Solicitante;2001-03;8;14,80;3,86127922
DCN4-6762;AF1199017A7;Recebida no Solicitante;2001-07;19;0,04;3,73276148
DCN4-6762;AF1078998A7;Recebida no Solicitante;2001-03;19;0,03;3,86127922
DCN4-6762;AF9093227A7;Recebida no Solicitante;1999-04;100;0,04;4,78642505
DCN4-475;SP1075310A1;Recebida no Solicitante;2001-05;1550;0,04;3,80175888
DCN3-7600;AF5180014A7;Recebida no Solicitante;2005-06;60;108,00;2,25486348
DCN3-7600;RF2281011F3;Recebida no Solicitante;2002-10;100;30,62;3,19184126
DCN3-7600;RF1115006F3;Recebida no Solicitante;2001-04;40;38,90;3,83977647
DCN3-5984;AF5164010A7;Recebida no Solicitante;2005-06;200;685,80;2,25486348
DCN3-5984;AF3148012A7;Recebida no Solicitante;2003-05;50;416,80;2,62556800
DCN3-5984;AF2313001A7;Recebida no Solicitante;2002-11;50;439,50;3,07291929
DCN3-5984;CP2117001A7;Recebida no Solicitante;2002-04;65;380,00;3,51027543
DCN3-5984;AF2102028A7;Recebida no Solicitante;2002-04;50;268,38;3,51027543
DCN3-5984;AF2057100A7;Recebida no Solicitante;2002-02;15;268,37;3,51554274
DCN3-5984;AF2052848A7;Recebida no Solicitante;2002-02;16;0,00;3,51554274
DCN3-5984;AF2051014A7;Recebida no Solicitante;2002-02;16;0,00;3,51554274
DCN3-5984;AF1078868A7;Recebida no Solicitante;2001-03;17;628,00;3,86127922
DCN4-10493;SP4045002CF;Recebida no Solicitante;2004-02;200;4,90;2,56796124
DCN0-10545;SP3354001CF;Recebida no Solicitante;2003-12;10;8240,00;2,60636171
DCN3-10507;AF3060001CF;Recebida no Solicitante;2003-02;100;18,75;2,75160201
DCN3-6043;RF2281003F3;Recebida no Solicitante;2002-10;100;93,80;3,19184126
DCN3-6043;RF2114006F3;Recebida no Solicitante;2002-04;40;150,00;3,51027543
DCN3-6043;RF0084007F3;Recebida no Solicitante;2000-03;100;65,00;4,21450118
DCN3-8908;RF2130017F3;Recebida no Solicitante;2002-05;50;28,00;3,49072735
DCN4-6228;SP1040363F5;Recebida no Solicitante;2001-03;62;1,15;3,86127922
DCN4-6987 I;LSD075360T1;Recebida no Solicitante;2010-03;100;379,95;1,85191968
DCN4-6987 I;AFC133019A7;Recebida no Solicitante;2009-05;300;187,50;1,87330567
DCN4-6987 I;AFC132009A7;Recebida no Solicitante;2009-05;400;187,50;1,87330567
DCN4-6987 I;LSB242005T1;Recebida no Solicitante;2008-08;20;325,00;1,87217600
DCN4-6987 I;AFB222001A7;Recebida no Solicitante;2008-08;300;225,00;1,87217600
DCN4-6987 I;LSA124017T1;Recebida no Solicitante;2007-05;50;180,00;2,16762825
DCN4-6987 I;LS6194079T1;Recebida no Solicitante;2006-07;40;210,00;2,24533539
DCN4-6987 I;AF5118232A7;Recebida no Solicitante;2005-04;40;210,00;2,26925194
DCN4-6987 I;CP4206001A7;Recebida no Solicitante;2004-07;140;200,00;2,42601839
DCN4-6987 I;AF4103495A7;Recebida no Solicitante;2004-04;33;71,58;2,52186664
DCN4-6987 I;AF4103202A7;Recebida no Solicitante;2004-04;107;71,58;2,52186664
DCN4-6987 I;LS4096493T1;Recebida no Solicitante;2004-04;50;162,00;2,52186664
DCN4-6987 I;AF3107541A7;Recebida no Solicitante;2003-04;185;108,00;2,64972323
DCN4-6987 I;AF2127010A7;Recebida no Solicitante;2002-05;100;193,40;3,49072735
DCN4-6987 I;AF2081014A7;Recebida no Solicitante;2002-04;6;193,40;3,51027543
DCN4-6987 I;LS2108064T9;Recebida no Solicitante;2002-04;50;193,40;3,51027543
DCN4-6987 I;LS1281604T9;Recebida no Solicitante;2001-10;5;213,00;3,61703960
DCN4-6987 I;AF1282014A7;Recebida no Solicitante;2001-10;150;213,00;3,61703960
DCN4-6987 I;LS1176008T1;Recebida no Solicitante;2001-07;40;243,40;3,73276148
DCN4-6987 I;LS0084525T9;Recebida no Solicitante;2000-04;5;170,00;4,20818890
DCN2-10782;GL6301002CF;Recebida no Solicitante;2006-10;2;569,26;2,22658172
DCN4-7237;AF5174012H2;Recebida no Solicitante;2005-06;100;3,77;2,25486348
DCN4-6730;RF8177047F3;Recebida no Solicitante;1998-06;543;2,25;5,15152885
DCN3-2704;LS5053754T1;Recebida no Solicitante;2005-02;3000;1,84;2,29540621
DCN3-2704;LS1233142T1;Recebida no Solicitante;2001-08;500;0,65;3,67832231
DCN3-2704;CP8096024A7;Recebida no Solicitante;1998-04;2911;0,28;5,16544735
DCN4-8274;AF3107275A7;Recebida no Solicitante;2003-04;200;0,09;2,64972323
DCN4-8274;AF1233002A7;Recebida no Solicitante;2001-08;17;0,82;3,67832231
DCN4-8274;AF1079038A7;Recebida no Solicitante;2001-03;17;0,30;3,86127922
DCN4-8274;AF9093232A7;Recebida no Solicitante;1999-04;100;0,82;4,78642505
DCN4-6189-2;SP1305306GS;Recebida no Solicitante;2001-11;50;17,00;3,57485630
DCN4-7165;AF0192057A7;Recebida no Solicitante;2000-07;6;163,50;4,15027967
DCN3-9418;AF0151030A7;Recebida no Solicitante;2000-06;50;4,80;4,18555705
DCN3-7099;LSK194003A7;Expedida;2017-07;50;578,00;1,17624471
DCN3-7099;AFC197177A7;Recebida no Solicitante;2009-07;20;340,00;1,87649440
DCN3-7099;AF2218013A7;Recebida no Solicitante;2002-08;50;232,00;3,34427339
DCN4-6492;LSK185017A7;Empenho Aprovado;2017-07;30;229,80;1,17624471
DCN4-6492;AF0404777A7;Recebida no Solicitante;2000-09;8;85,00;3,99074858
DCN4-6492;AF9093220A7;Recebida no Solicitante;1999-04;20;16,40;4,78642505
DCN4-4459;LS5067155U7;Recebida no Solicitante;2005-03;2000;2,50;2,28854059
DCN4-4459;LS4139040U7;Recebida no Solicitante;2004-05;220;3,69;2,49171686
DCN4-4459;LS4096476T1;Recebida no Solicitante;2004-04;500;4,94;2,52186664
DCN4-4459;LS3149145T9;Recebida no Solicitante;2003-05;200;4,74;2,62556800
DCN4-4459;LS2140034C3;Recebida no Solicitante;2002-05;25;17,00;3,49072735
DCN4-4459;LS2108046T9;Recebida no Solicitante;2002-04;200;4,65;3,51027543
DCN4-4459;LS1235038T9;Recebida no Solicitante;2001-11;200;5,00;3,57485630
DCN4-4459;LS1233151T1;Recebida no Solicitante;2001-08;20;18,00;3,67832231
DCN4-4459;LS0084511T9;Recebida no Solicitante;2000-04;100;1,75;4,20818890
DCN4-7833;AF8062240H2;Recebida no Solicitante;1998-04;20;39,00;5,16544735
DCN4-028;LS4132035T9;Recebida no Solicitante;2004-05;500;14,00;2,49171686
