Part Number;Req numero;Req status;Req data;qtd;Valor unitario;IGPM acumulado
DCN4-9414;RF2129064F3;Recebida no Solicitante;2002-05;70;14,54;3,49072735
DCN4-1998;RF2116008F3;Recebida no Solicitante;2002-04;150;2,70;3,51027543
DCN4-1998;RF0215091F3;Recebida no Solicitante;2000-08;50;2,60;4,08612747
DCN3-8948;SP1075396A1;Recebida no Solicitante;2001-03;10;3,25;3,86127922
DCN4-6759;SP0327301A1;Recebida no Solicitante;2000-11;18;31,00;3,93005253
DCN4-7841;SP8226390A1;Recebida no Solicitante;1998-08;600;2,30;5,14076645
DCN4-10362;AFC168140A7;Recebida no Solicitante;2009-06;40;195,00;1,87461790
DCN1-4120-2-1;LSB311310SS;Recebida no Solicitante;2008-11;60;128,80;1,85791490
DCN1-4120-2-1;LS3149755SS;Recebida no Solicitante;2003-05;50;46,00;2,62556800
DCN1-4120-2-1;LS2108757SS;Recebida no Solicitante;2002-04;100;120,00;3,51027543
DCN2-8638;RF2071006F3;Recebida no Solicitante;2002-03;200;12,10;3,51343468
DCN4-8965;LS4138108T1;Recebida no Solicitante;2004-05;500;15,80;2,49171686
DCN4-3180;RF2282021F3;Recebida no Solicitante;2002-10;300;0,08;3,19184126
DCN4-3180;SP1040326F5;Recebida no Solicitante;2001-02;4;0,08;3,87016016
DCN4-3180;RF9313016F3;Recebida no Solicitante;1999-11;200;0,07;4,46337805
DCN4-7163;LSK193002A7;Expedida;2017-07;297;21,90;1,17624471
DCN4-7163;AFD299014A7;Recebida no Solicitante;2010-10;600;9,38;1,74769640
DCN4-7163;AFD071030A7;Recebida no Solicitante;2010-03;300;7,00;1,85191968
DCN4-7163;AF5300005A7;Recebida no Solicitante;2005-10;300;3,12;2,29961161
DCN4-7163;AF5164009A7;Recebida no Solicitante;2005-06;200;23,00;2,25486348
DCN4-7163;AF3107388A7;Recebida no Solicitante;2003-04;100;2,47;2,64972323
DCN4-7163;AF2094051U8;Recebida no Solicitante;2002-04;20;0,00;3,51027543
DCN4-7163;AF1295032A7;Recebida no Solicitante;2001-10;318;0,00;3,61703960
DCN4-7163;BE1233009U8;Recebida no Solicitante;2001-08;20;2,90;3,67832231
DCN4-7163;AF1079018A7;Recebida no Solicitante;2001-03;0;1,40;3,86127922
DCN4-5913;AFJ050019A7;Recebida no Solicitante;2016-02;200;0,88;1,22211511
DCN4-5913;AFE119009A7;Recebida no Solicitante;2012-03;500;0,34;1,60859274
DCN4-5913;AFD119063A7;Recebida no Solicitante;2010-04;100;0,55;1,83467375
DCN4-5913;AF1186080A7;Recebida no Solicitante;2001-07;99;0,00;3,73276148
DCN4-5913;AF1078969A7;Recebida no Solicitante;2001-03;18;1,50;3,86127922
DCN4-5913;AF0404759A7;Recebida no Solicitante;2000-09;18;1,20;3,99074858
DCN4-7788;LSA162027T9;Recebida no Solicitante;2007-06;5;65,00;2,16676154
DCN4-7788;RF2129050F3;Recebida no Solicitante;2002-05;200;32,53;3,49072735
DCN4-7928;SP1096348A1;Recebida no Solicitante;2001-04;6;43,00;3,83977647
DCN3-333-4;SP1075367A1;Recebida no Solicitante;2001-03;10;0,35;3,86127922
DCN4-5402;AFC264167A2;Recebida no Solicitante;2009-09;3000;0,60;1,89140724
DCN4-5402;AF3107316A7;Recebida no Solicitante;2003-04;361;0,60;2,64972323
DCN4-5402;AF1305001T1;Recebida no Solicitante;2001-11;993;0,00;3,57485630
DCN4-5402;AF1295023A7;Recebida no Solicitante;2001-10;319;0,00;3,61703960
DCN4-5402;AF1078954A7;Recebida no Solicitante;2001-03;319;1,47;3,86127922
DCN4-5402;AF1078953T1;Recebida no Solicitante;2001-03;211;0,25;3,86127922
DCN4-5402;LS0400144T1;Recebida no Solicitante;2000-09;200;1,60;3,99074858
DCN4-5402;AF0404746A7;Recebida no Solicitante;2000-09;151;1,50;3,99074858
DCN4-4755;LS4138077T1;Recebida no Solicitante;2004-05;5000;1,88;2,49171686
DCN4-4755;LS4121035GL;Recebida no Solicitante;2004-04;10000;1,80;2,52186664
DCN4-5128;LS1271943T9;Recebida no Solicitante;2001-09;30;14,80;3,62825242
DCN4-5128;LS0400943T9;Recebida no Solicitante;2000-09;25;12,50;3,99074858
DCN4-10403;AF1251001CF;Recebida no Solicitante;2001-09;2;82,40;3,62825242
DCN4-5832;AF8061579A7;Recebida no Solicitante;1998-04;1;12,00;5,16544735
DCN4-7150;RF2200001F3;Recebida no Solicitante;2002-07;120;7,70;3,40948672
DCN4-7150;RF1257004F3;Recebida no Solicitante;2001-09;50;32,90;3,62825242
DCN2-7629;RF2130019F3;Recebida no Solicitante;2002-05;480;13,45;3,49072735
DCN4-2150;AF2058004A7;Recebida no Solicitante;2002-02;74;0,00;3,51554274
DCN3-10045;LS4146004T1;Recebida no Solicitante;2004-05;20;183,20;2,49171686
DCN4-7057;AFD132031A7;Recebida no Solicitante;2010-05;300;97,00;1,82065471
DCN4-7057;AFC308062A7;Recebida no Solicitante;2009-11;20;113,00;1,88255527
DCN4-7057;AFC232016A7;Recebida no Solicitante;2009-08;200;119,90;1,88459817
DCN4-7057;AF4113009A7;Recebida no Solicitante;2004-04;60;142,80;2,52186664
DCN4-7057;AF3246009GA;Recebida no Solicitante;2003-09;30;0,00;2,66010880
DCN4-7057;AF3107579GA;Recebida no Solicitante;2003-05;30;93,00;2,62556800
DCN4-7057;AF3107511A7;Recebida no Solicitante;2003-04;13;94,60;2,64972323
DCN2-10672;GL5302373CF;Recebida no Solicitante;2005-10;10;244,65;2,29961161
DCN4-3438;SP5231302F5;Recebida no Solicitante;2005-08;100;2,75;2,27255541
DCN4-8132;RF1313001F3;Recebida no Solicitante;2001-11;200;4,00;3,57485630
DCN3-331;RFB297091F7;Recebida no Solicitante;2008-10;1000;8,40;1,87612247
DCN3-331;RF5174016F3;Recebida no Solicitante;2005-06;200;11,34;2,25486348
DCN3-331;RF5062006F3;Recebida no Solicitante;2005-03;500;11,34;2,28854059
DCN3-331;RF4104001F3;Recebida no Solicitante;2004-04;300;13,90;2,52186664
DCN4-4770;RFB108069A6;Recebida no Solicitante;2008-04;500;23,30;1,98774913
DCN3-9286;LS2108769SS;Recebida no Solicitante;2002-10;1000;19,50;3,19184126
DCN4-6263;LS4058454T9;Recebida no Solicitante;2004-02;100;32,50;2,56796124
DCN4-2251;SP1095381A1;Recebida no Solicitante;2001-04;102;0,20;3,83977647
DCN3-10234;RF0203006F3;Recebida no Solicitante;2000-07;55;60,00;4,15027967
DCN4-7342;RIM105001AU;Recebida no Solicitante;2019-04;20;23,49;1,05509520
DCN4-7342;DRL085012AU;Recebida no Solicitante;2018-03;3000;0,15;1,14975433
DCN4-7342;LSJ026013SS;Recebida na Comissão;2016-01;22858;0,48;1,23604722
DCN4-7342;LSF319213A7;Expedida;2012-11;20000;0,40;1,50458219
DCN4-7342;LSD119014U8;Recebida no Solicitante;2010-04;6000;0,31;1,83467375
DCN4-7342;LSC316006SS;Recebida no Solicitante;2009-11;5000;0,80;1,88255527
DCN4-7342;LS6117021SS;Recebida no Solicitante;2006-04;5000;0,17;2,26123443
DCN4-7342;LS5067129T9;Recebida no Solicitante;2005-03;13000;0,17;2,28854059
DCN4-7342;LS1278752SS;Recebida no Solicitante;2001-10;20000;0,16;3,61703960
DCN3-10289;LSD120008T9;Recebida no Solicitante;2010-04;25;1390,00;1,83467375
DCN3-10289;LS1090001CF;Recebida no Solicitante;2001-03;30;539,40;3,86127922
DCN4-10156;LSC316116T1;Recebida no Solicitante;2009-11;25;28,00;1,88255527
DCN4-10156;LS0195001T1;Recebida no Solicitante;2000-07;100;9,87;4,15027967
DCN4-9080;RF2107303R1;Recebida no Solicitante;2002-04;40;24,80;3,51027543
DCN4-9080;RF0132301R1;Recebida no Solicitante;2000-05;600;16,80;4,19853227
DCN4-7595;AF2051026H2;Recebida no Solicitante;2002-02;1000;0,00;3,51554274
DCN4-7595;AF1079027H2;Recebida no Solicitante;2001-03;38;0,76;3,86127922
DCN4-133;LSA093009T2;Recebida no Solicitante;2007-04;2500;0,64;2,16849530
DCN1-10397U;LS5174004T1;Recebida no Solicitante;2005-06;40;1254,50;2,25486348
DCN4-6365;RF5144045F3;Recebida no Solicitante;2005-05;100;4,60;2,24990278
DCN4-6365;RF2080018F3;Recebida no Solicitante;2002-03;50;7,30;3,51343468
DCN4-6365;LS9099456C3;Recebida no Solicitante;1999-04;100;1,60;4,78642505
DCN4-030;LSK185021A7;Mapa Aprovado;2017-07;100;38,63;1,17624471
DCN4-030;AF4103154S2;Recebida no Solicitante;2004-04;100;5,00;2,52186664
DCN4-030;CP3165015S2;Recebida no Solicitante;2003-06;32;3,50;2,63241228
DCN4-030;AF3149646S2;Recebida no Solicitante;2003-05;16;0,81;2,62556800
DCN4-030;AF3126645S2;Recebida no Solicitante;2003-05;16;0,81;2,62556800
DCN3-5633;SPB207002F5;Recebida no Solicitante;2008-07;2200;6,48;1,90512630
DCN0-5860-1;RF0226009F3;Recebida no Solicitante;2000-08;30;1785,00;4,08612747
DCN4-7934;SP2109374F2;Recebida no Solicitante;2002-04;150;4,90;3,51027543
DCN4-3679;RF2070003F3;Recebida no Solicitante;2002-03;200;0,15;3,51343468
DCN3-9125;RF0256001F3;Recebida no Solicitante;2000-09;61;189,80;3,99074858
DCN4-6877;RFC212006F3;Recebida no Solicitante;2009-07;150;2,24;1,87649440
DCN4-6877;RF2282034F3;Recebida no Solicitante;2002-10;100;3,00;3,19184126
DCN3-1577;LS5067150U7;Recebida no Solicitante;2005-03;20;44,90;2,28854059
DCN4-10588;SP4276003CF;Recebida no Solicitante;2004-09;200;1,26;2,36578591
DCN4-10431;AF1356001S2;Recebida no Solicitante;2002-10;100;0,00;3,19184126
DCN4-10431;AF1356001CF;Recebida no Solicitante;2001-12;100;6,70;3,53596073
DCN4-4921;LS1272552T9;Recebida no Solicitante;2001-09;300;0,38;3,62825242
DCN4-4921;LS0289552T9;Recebida no Solicitante;2000-10;334;0,27;3,94498673
DCN4-4921;AF9101214H2;Recebida no Solicitante;1999-04;3000;0,29;4,78642505
DCN1-4120-3-1;LSB311311SS;Recebida no Solicitante;2008-11;90;128,80;1,85791490
DCN1-4120-3-1;LS3149756SS;Recebida no Solicitante;2003-05;50;79,00;2,62556800
DCN1-4120-3-1;LS2108758SS;Recebida no Solicitante;2002-04;100;85,00;3,51027543
DCN2-7964;RF5174017F3;Recebida no Solicitante;2005-06;0;76,00;2,25486348
DCN2-7964;RF1205006F3;Recebida no Solicitante;2001-07;80;48,00;3,73276148
DCN2-7964;RF9344003F3;Recebida no Solicitante;1999-12;10;147,00;4,35919333
DCN2-7964;LS9099022T1;Recebida no Solicitante;1999-04;100;62,80;4,78642505
DCN4-8153;RF2287066F3;Recebida no Solicitante;2002-10;182;7,20;3,19184126
DCN4-5659;RF4135130F3;Recebida no Solicitante;2004-05;100;0,90;2,49171686
DCN4-5659;RF3255001F3;Recebida no Solicitante;2003-09;200;0,30;2,66010880
DCN4-5659;RF3105022F3;Recebida no Solicitante;2003-04;100;0,94;2,64972323
DCN4-5659;RF2129034F3;Recebida no Solicitante;2002-05;50;0,17;3,49072735
DCN4-5659;RF1249015F3;Recebida no Solicitante;2001-09;20;0,11;3,62825242
DCN4-5659;RF0215078F3;Recebida no Solicitante;2000-08;10;2,00;4,08612747
DCN4-1765;SP3204303F2;Recebida no Solicitante;2003-08;100;1,85;2,67021721
DCN4-5616;AF3107443A7;Recebida no Solicitante;2003-04;20;19,10;2,64972323
DCN4-5616;AF0404752A7;Recebida no Solicitante;2000-09;1;30,00;3,99074858
DCN4-5616;AF9158062A7;Recebida no Solicitante;1999-07;50;16,00;4,74940601
DCN4-5616;AF9099336A7;Recebida no Solicitante;1999-04;72;17,85;4,78642505
DCN4-5616;AF8042394A7;Recebida no Solicitante;1998-04;60;10,00;5,16544735
DCN3-10041;LS0302001CF;Recebida no Solicitante;2000-10;20;32,50;3,94498673
DCN4-10368;RFB085016R1;Recebida no Solicitante;2008-03;20;42,00;2,00245848
DCN4-10368;RF1083002CF;Recebida no Solicitante;2001-03;50;7,75;3,86127922
DCN4-6988;AFA173004A7;Recebida no Solicitante;2007-06;200;2,68;2,16676154
DCN4-6988;AFA155020A7;Recebida no Solicitante;2007-06;500;1,50;2,16676154
DCN4-6988;AF0404798A7;Recebida no Solicitante;2000-09;16;16,00;3,99074858
DCN4-6988;AF9099530A7;Recebida no Solicitante;1999-04;100;16,00;4,78642505
DCN4-9204;RF6193044R1;Recebida no Solicitante;2006-07;200;6,40;2,24533539
DCN4-9204;RF2143303R1;Recebida no Solicitante;2002-05;300;4,82;3,49072735
DCN4-9204;RF1228309R1;Recebida no Solicitante;2001-08;300;8,60;3,67832231
DCN4-9204;RF0084317R1;Recebida no Solicitante;2000-03;100;16,48;4,21450118
DCN4-9204;RF9329302R1;Recebida no Solicitante;1999-12;100;7,85;4,35919333
DCN4-9204;RF9181301R1;Recebida no Solicitante;1999-07;50;4,80;4,74940601
